Family,Genome,Source information,Accession,Date completed,Date updated,Genome length,Number of proteins,Host
Caudovirales,Clostridium phage phiCP7R,isolate:phiCP24R,NC_017980,05/31/2012,06/04/2019,18397 nt,26,bacteria
Caudovirales,Clostridium phage phiCPV4,isolate:phiCPV4,NC_018083,06/27/2012,08/13/2018,17972 nt,28,bacteria
Caudovirales,Clostridium phage phiCT19406A,-,NC_030950,09/19/2016,08/13/2018,47020 nt,67,bacteria
Caudovirales,Clostridium phage phiCT19406B,-,NC_030947,09/19/2016,08/13/2018,38243 nt,66,bacteria
Caudovirales,Clostridium phage phiCT19406C,-,NC_029006,01/05/2016,08/13/2018,35703 nt,63,bacteria
Caudovirales,Clostridium phage phiCT453A,-,NC_028991,01/05/2016,08/13/2018,42158 nt,62,bacteria
Caudovirales,Clostridium phage phiCT453B,-,NC_029004,01/05/2016,08/13/2018,36712 nt,61,bacteria
Caudovirales,Clostridium phage phiCT9441A,-,NC_029022,01/05/2016,08/13/2018,46895 nt,77,bacteria
Caudovirales,Clostridium phage phiCTC2A,-,NC_030949,09/19/2016,08/13/2018,47020 nt,67,bacteria
Caudovirales,Clostridium phage phiCTC2B,-,NC_030951,09/19/2016,08/13/2018,38243 nt,66,bacteria
Caudovirales,Clostridium phage phiCTP1,-,NC_014457,08/20/2010,08/13/2018,59199 nt,86,bacteria
Caudovirales,Clostridium phage phiMMP01,-,NC_028883,12/11/2014,08/13/2018,44461 nt,81,bacteria
Caudovirales,Clostridium phage phiMMP02,-,NC_019421,11/13/2012,08/13/2018,48396 nt,76,bacteria
Caudovirales,Clostridium phage phiMMP03,-,NC_028959,12/11/2014,08/13/2018,52261 nt,93,bacteria
Caudovirales,Clostridium phage phiMMP04,-,NC_019422,11/13/2012,08/13/2018,31674 nt,51,bacteria
Caudovirales,Clostridium phage phiSM101,-,NC_008265,07/28/2006,08/13/2018,38092 nt,53,bacteria
Caudovirales,Clostridium phage phiZP2,isolate:phiZP2,NC_018084,06/27/2012,08/13/2018,18078 nt,27,bacteria
Caudovirales,Clostridium phage vB_CpeS-CP51,-,NC_021325,06/03/2013,08/13/2018,39108 nt,50,bacteria
Caudovirales,Clostridium virus phiC2,-,NC_009231,03/30/2007,08/13/2018,56538 nt,82,bacteria
Caudovirales,Clostridium virus phiCD119,-,NC_007917,03/27/2006,08/13/2018,53325 nt,79,bacteria
Caudovirales,Clostridium virus phiCD27,-,NC_011398,10/22/2008,08/13/2018,50930 nt,75,bacteria
Caudovirales,Colwellia phage 9A,strain:9A,NC_018088,06/27/2012,08/13/2018,104936 nt,149,bacteria
Caudovirales,Corynebacterium phage BFK20,-,NC_009799,06/06/2000,08/13/2018,42972 nt,54,bacteria
Caudovirales,Corynebacterium phage C3PO,-,NC_042085,05/02/2019,05/02/2019,67383 nt,93,bacteria
Caudovirales,Corynebacterium phage Darwin,-,NC_042086,05/02/2019,05/02/2019,67743 nt,94,bacteria
Caudovirales,Corynebacterium phage P1201,-,NC_009816,09/18/2007,08/13/2018,70579 nt,97,bacteria
Caudovirales,Corynebacterium phage Poushou,-,NC_042139,05/03/2019,05/03/2019,40353 nt,54,bacteria
Caudovirales,Corynebacterium phage Zion,-,NC_042087,05/02/2019,05/02/2019,66392 nt,92,bacteria
Caudovirales,Corynebacterium phage phi673,-,NC_042354,05/24/2019,05/24/2019,44530 nt,56,bacteria
Caudovirales,Corynebacterium phage phi674,-,NC_042355,05/24/2019,05/24/2019,43193 nt,54,bacteria
Caudovirales,Croceibacter phage P2559S,-,NC_018276,08/06/2012,08/13/2018,44988 nt,68,bacteria
Caudovirales,Croceibacter phage P2559Y,-,NC_023614,03/04/2014,08/13/2018,43153 nt,51,bacteria
Caudovirales,Cronobacter phage CR3,-,NC_017974,05/31/2012,08/13/2018,149273 nt,265,bacteria
Caudovirales,Cronobacter phage CR5,-,NC_021531,06/20/2013,08/13/2018,223989 nt,231,bacteria
Caudovirales,Cronobacter phage CR8,-,NC_024354,06/24/2014,08/13/2018,149162 nt,269,bacteria
Caudovirales,Cronobacter phage CR9,-,NC_023717,03/11/2014,08/13/2018,151924 nt,281,bacteria
Caudovirales,Cronobacter phage Dev-CD-23823,-,NC_029070,09/14/2015,08/13/2018,41620 nt,48,bacteria
Caudovirales,Cronobacter phage Dev2,-,NC_023558,01/28/2014,08/13/2018,38966 nt,45,bacteria
Caudovirales,Cronobacter phage ENT39118,strain:ENT39118,NC_019934,12/19/2012,08/13/2018,39012 nt,38,bacteria
Caudovirales,Cronobacter phage ENT47670,strain:ENT47670,NC_019927,12/19/2012,08/13/2018,47611 nt,46,bacteria
Caudovirales,Cronobacter phage PBES 02,-,NC_028672,12/17/2015,08/13/2018,149732 nt,270,bacteria
Caudovirales,Cronobacter phage S13,-,NC_028773,01/05/2016,08/13/2018,182145 nt,268,bacteria
Caudovirales,Cronobacter phage phiES15,-,NC_018454,08/21/2012,08/13/2018,39974 nt,52,bacteria
Caudovirales,Cronobacter phage vB_CsaM_GAP161,-,NC_019398,11/13/2012,08/13/2018,178193 nt,275,bacteria
Caudovirales,Cronobacter phage vB_CsaM_GAP31,-,NC_019400,11/13/2012,08/13/2018,147940 nt,269,bacteria
Caudovirales,Cronobacter phage vB_CsaM_GAP32,strain:GAP-32,NC_019401,11/13/2012,08/13/2018,358663 nt,545,bacteria
Caudovirales,Cronobacter phage vB_CsaP_GAP52,strain:vB_CsaP_GAP-52,NC_019402,11/13/2012,08/13/2018,76631 nt,115,bacteria
Caudovirales,Cronobacter phage vB_CskP_GAP227,-,NC_020078,02/05/2013,08/13/2018,41796 nt,49,bacteria
Caudovirales,Cronobacter virus Esp2949-1,-,NC_019509,11/21/2012,08/13/2018,49116 nt,45,bacteria
Caudovirales,Cyanophage 9515-10a,strain:9515-10a,NC_016657,01/13/2012,08/13/2018,47055 nt,55,bacteria
Caudovirales,Cyanophage KBS-P-1A,strain:KBS-P-1A,NC_020865,03/30/2013,08/13/2018,45730 nt,57,bacteria
Caudovirales,Cyanophage KBS-S-2A,strain:KBS-S-2A,NC_020854,03/30/2013,08/13/2018,40658 nt,64,bacteria
Caudovirales,Cyanophage MED4-117,strain:MED4-117,NC_020857,03/30/2013,08/13/2018,38834 nt,63,bacteria
Caudovirales,Cyanophage NATL1A-7,strain:NATL1A-7,NC_016658,01/13/2012,08/13/2018,47741 nt,65,bacteria
Caudovirales,Cyanophage NATL2A-133,strain:NATL2A-133,NC_016659,01/13/2012,08/13/2018,47536 nt,62,bacteria
Caudovirales,Cyanophage P-RSM1,strain:P-RSM1,NC_021071,04/19/2013,08/13/2018,177211 nt,212,bacteria
Caudovirales,Cyanophage P-RSM6,strain:P-RSM6,NC_020855,03/30/2013,08/13/2018,192497 nt,221,bacteria
Caudovirales,Cyanophage P-SSP2,strain:Syn26,NC_016656,01/13/2012,08/13/2018,45890 nt,56,bacteria
Caudovirales,Cyanophage P-TIM40,-,NC_028663,12/17/2015,08/13/2018,188632 nt,235,bacteria
Caudovirales,Cyanophage PP,-,NC_022751,11/06/2013,08/13/2018,42480 nt,41,bacteria
Caudovirales,Cyanophage PSS2,isolate:PSS2,NC_013021,07/27/2009,08/13/2018,107530 nt,131,bacteria
Caudovirales,Cyanophage S-RIM32,isolate:RW_108_0702,NC_031235,09/27/2016,08/13/2018,194437 nt,230,bacteria
Caudovirales,Cyanophage S-RIM50,isolate:RW_29_0704,NC_031242,09/27/2016,08/13/2018,174307 nt,227,bacteria
Caudovirales,Cyanophage S-TIM5,-,NC_019516,11/21/2012,08/13/2018,161440 nt,180,bacteria
Caudovirales,Cyanophage SS120-1,strain:P-SSP9,NC_020872,03/30/2013,08/13/2018,46997 nt,52,bacteria
Caudovirales,Cyanophage Syn30,strain:Syn30,NC_021072,04/19/2013,08/13/2018,178807 nt,209,bacteria
Caudovirales,Deep-sea thermophilic phage D6E,isolate:D6E,NC_019544,11/21/2012,08/13/2018,49335 nt,49,bacteria
Caudovirales,Delftia phage IME-DE1,-,NC_028702,12/17/2015,08/13/2018,38084 nt,48,bacteria
Caudovirales,Delftia phage PhiW-14,-,NC_013697,12/30/2009,06/04/2019,157486 nt,236,bacteria
Caudovirales,Delftia phage RG-2014,-,NC_027348,06/24/2015,08/13/2018,73882 nt,88,bacteria
Caudovirales,Dickeya phage RC-2014,-,NC_025452,11/10/2014,08/13/2018,155346 nt,196,bacteria
Caudovirales,Dickeya virus Limestone,-,NC_019925,04/12/2012,08/13/2018,152427 nt,201,bacteria
Caudovirales,Dinoroseobacter phage DFL12phi1,-,NC_024367,06/24/2014,08/13/2018,75028 nt,86,bacteria
Caudovirales,Dinoroseobacter phage vB_DshS-R5C,-,NC_041921,05/02/2019,05/02/2019,77874 nt,123,bacteria
Caudovirales,Dunaliella viridis virus SI2,strain:SI2,NC_023841,03/28/2014,08/13/2018,37328 nt,51,algae
Caudovirales,Edwardsiella phage GF-2,-,NC_026611,03/04/2015,08/13/2018,43129 nt,82,bacteria
Caudovirales,Edwardsiella phage KF-1,-,NC_019420,11/13/2012,08/13/2018,41549 nt,48,bacteria
Caudovirales,Edwardsiella phage MSW-3,-,NC_020082,02/05/2013,08/13/2018,42746 nt,66,bacteria
Caudovirales,Edwardsiella phage PEi20,-,NC_028683,12/17/2015,08/13/2018,177643 nt,301,bacteria
Caudovirales,Edwardsiella phage PEi21,-,NC_021342,06/03/2013,08/13/2018,43378 nt,71,bacteria
Caudovirales,Edwardsiella phage eiAU,-,NC_042029,05/02/2019,05/02/2019,43015 nt,54,bacteria
Caudovirales,Edwardsiella phage eiAU-183,-,NC_023555,03/04/2014,08/13/2018,43017 nt,54,bacteria
Caudovirales,Enterobacter phage Arya,-,NC_031048,09/23/2016,08/13/2018,41918 nt,61,bacteria
Caudovirales,Enterobacter phage CC31,-,NC_014662,11/12/2010,08/13/2018,165540 nt,279,bacteria
Caudovirales,Enterobacter phage E-2,-,NC_029102,02/05/2016,08/13/2018,36051 nt,41,bacteria
Caudovirales,Enterobacter phage E-3,-,NC_028795,01/05/2016,08/13/2018,31522 nt,36,bacteria
Caudovirales,Enterobacter phage EcP1,-,NC_019485,11/16/2012,08/13/2018,59080 nt,77,bacteria
Caudovirales,Enterobacter phage Ec_L1,-,NC_042122,05/02/2019,05/02/2019,51894 nt,85,bacteria
Caudovirales,Enterobacter phage Enc34,-,NC_019524,11/21/2012,06/04/2019,60496 nt,80,bacteria
Caudovirales,Enterobacter phage PG7,-,NC_023561,03/04/2014,08/13/2018,173276 nt,294,bacteria
Caudovirales,Enterobacter phage Tyrion,-,NC_031077,09/23/2016,08/13/2018,41760 nt,56,bacteria
Caudovirales,Enterobacter phage phiEap-1,-,NC_028772,01/05/2016,08/13/2018,39133 nt,42,bacteria
Caudovirales,Enterobacter phage phiEap-2,-,NC_028695,12/17/2015,08/13/2018,40491 nt,62,bacteria
Caudovirales,Enterobacter phage phiEap-3,-,NC_041980,05/02/2019,05/02/2019,175814 nt,278,bacteria
Caudovirales,Enterobacter virus F20,-,NC_043469,06/28/2019,06/28/2019,51543 nt,83,bacteria
Caudovirales,Enterobacteria phage 13a,-,NC_011045,07/11/2008,08/13/2018,38841 nt,55,bacteria
Caudovirales,Enterobacteria phage 285P,-,NC_015249,03/21/2011,08/13/2018,39270 nt,47,bacteria
Caudovirales,Enterobacteria phage 933W,-,NC_000924,04/16/1999,08/15/2018,61670 nt,80,bacteria
Caudovirales,Enterobacteria phage 9g,-,NC_024146,05/27/2014,08/13/2018,56702 nt,71,bacteria
Caudovirales,Enterobacteria phage BA14,-,NC_011040,07/11/2008,08/13/2018,39816 nt,52,bacteria
Caudovirales,Enterobacteria phage BP-4795,-,NC_004813,05/23/2003,08/13/2018,57930 nt,85,bacteria
Caudovirales,Enterobacteria phage Bp7,-,NC_019500,11/21/2012,08/13/2018,168066 nt,263,bacteria
Caudovirales,Enterobacteria phage DE3,-,NC_042057,05/02/2019,05/02/2019,42925 nt,56,bacteria
Caudovirales,Enterobacteria phage ES18,-,NC_006949,04/07/2005,08/13/2018,46900 nt,79,bacteria
Caudovirales,Enterobacteria phage EcoDS1,-,NC_011042,07/11/2008,08/13/2018,39252 nt,53,bacteria
Caudovirales,Enterobacteria phage GEC-3S,-,NC_025425,08/15/2014,08/13/2018,163424 nt,277,bacteria
Caudovirales,Enterobacteria phage HK106,-,NC_019768,12/07/2012,08/13/2018,41468 nt,65,bacteria
Caudovirales,Enterobacteria phage HK140,-,NC_019710,12/07/2012,08/13/2018,40710 nt,71,bacteria
Caudovirales,Enterobacteria phage HK225,-,NC_019717,12/07/2012,08/13/2018,45366 nt,69,bacteria
Caudovirales,Enterobacteria phage IME08,-,NC_014260,06/28/2010,08/13/2018,172253 nt,253,bacteria
Caudovirales,Enterobacteria phage IME10,-,NC_019501,11/21/2012,08/13/2018,39646 nt,27,bacteria
Caudovirales,Enterobacteria phage J8-65,-,NC_025445,11/25/2014,08/13/2018,40981 nt,47,bacteria
Caudovirales,Enterobacteria phage JS10,-,NC_012741,06/01/2009,08/13/2018,171451 nt,265,bacteria
Caudovirales,Enterobacteria phage JenK1,-,NC_029021,01/05/2016,08/13/2018,60747 nt,86,bacteria
Caudovirales,Enterobacteria phage JenP1,-,NC_029028,01/05/2016,08/13/2018,60754 nt,87,bacteria
Caudovirales,Enterobacteria phage JenP2,-,NC_028997,01/05/2016,08/13/2018,59802 nt,87,bacteria
Caudovirales,Enterobacteria phage K1F,-,NC_007456,10/05/2005,08/13/2018,39704 nt,43,bacteria
Caudovirales,Enterobacteria phage P4,-,NC_001609,04/17/1990,08/13/2018,11624 nt,14,bacteria
Caudovirales,Enterobacteria phage P88,-,NC_026014,01/07/2015,08/13/2018,35814 nt,53,bacteria
Caudovirales,Enterobacteria phage Phi1,-,NC_009821,09/18/2007,08/13/2018,164270 nt,276,bacteria
Caudovirales,Enterobacteria phage RB27,-,NC_025448,11/10/2014,08/13/2018,165179 nt,271,bacteria
Caudovirales,Enterobacteria phage RB49,-,NC_005066,08/13/2003,08/13/2018,164018 nt,279,bacteria
Caudovirales,Enterobacteria phage RB51,-,NC_012635,04/30/2009,08/13/2018,168394 nt,273,bacteria
Caudovirales,Enterobacteria phage RB68,-,NC_027979,10/07/2015,08/13/2018,168401 nt,276,bacteria
Caudovirales,Enterobacteria phage RB69,-,NC_004928,07/07/2003,08/13/2018,167560 nt,273,bacteria
Caudovirales,Enterobacteria phage ST104,-,NC_005841,04/12/2004,08/13/2018,41391 nt,63,bacteria
Caudovirales,Enterobacteria phage Sf101,-,NC_027398,06/24/2015,08/13/2018,38742 nt,66,bacteria
Caudovirales,Enterobacteria phage SfI,-,NC_027339,06/24/2015,08/13/2018,38389 nt,65,bacteria
Caudovirales,Enterobacteria phage SfV,-,NC_003444,10/04/1997,08/13/2018,37074 nt,53,bacteria
Caudovirales,Enterobacteria phage T3,strain:Luria,NC_003298,12/04/2001,08/13/2018,38208 nt,55,bacteria
Caudovirales,Enterobacteria phage T7,-,NC_001604,11/03/1982,08/13/2018,39937 nt,60,bacteria
Caudovirales,Enterobacteria phage UAB_Phi20,-,NC_031019,09/23/2016,08/13/2018,41809 nt,80,bacteria
Caudovirales,Enterobacteria phage UAB_Phi78,-,NC_020414,02/28/2013,08/13/2018,43931 nt,58,bacteria
Caudovirales,Enterobacteria phage VT2-Sakai,-,NC_000902,09/15/1999,08/13/2018,60942 nt,83,bacteria
Caudovirales,Enterobacteria phage VT2phi_272,-,NC_028656,12/17/2015,08/13/2018,65955 nt,83,bacteria
Caudovirales,Enterobacteria phage YYZ-2008,-,NC_011356,10/14/2008,08/13/2018,54896 nt,75,bacteria
Caudovirales,Enterobacteria phage cdtI,-,NC_009514,06/05/2007,08/13/2018,47021 nt,60,bacteria
Caudovirales,Enterobacteria phage fiAA91-ss,-,NC_022750,11/06/2013,08/13/2018,33628 nt,40,bacteria
Caudovirales,Enterobacteria phage mEp043 c-1,-,NC_019706,12/07/2012,08/13/2018,42780 nt,69,bacteria
Caudovirales,Enterobacteria phage mEp235,-,NC_019708,12/07/2012,08/13/2018,37595 nt,61,bacteria
Caudovirales,Enterobacteria phage mEp237,-,NC_019704,12/31/2012,08/13/2018,44375 nt,63,bacteria
Caudovirales,Enterobacteria phage mEp460,-,NC_019716,12/07/2012,08/13/2018,44510 nt,59,bacteria
Caudovirales,Enterobacteria phage phi80,-,NC_021190,05/28/2015,08/13/2018,46150 nt,63,bacteria
Caudovirales,Enterobacteria phage phi92,strain:ATCC 35860-B1,NC_023693,07/16/2012,08/13/2018,148612 nt,250,bacteria
Caudovirales,Enterobacteria phage phiEcoM-GJ1,-,NC_010106,12/04/2007,08/13/2018,52975 nt,75,bacteria
Caudovirales,Enterobacteria phage phiP27,-,NC_003356,01/12/2002,08/13/2018,42575 nt,58,bacteria
Caudovirales,Enterobacteria phage vB_EcoM_VR5,-,NC_028881,01/05/2016,08/13/2018,170473 nt,271,bacteria
Caudovirales,Enterobacteria phage vB_EcoP_ACG-C91,strain:vB_EcoP_C91,NC_019403,11/13/2012,08/13/2018,43731 nt,56,bacteria
Caudovirales,Enterobacteria phage vB_EcoS_NBD2,-,NC_031050,09/23/2016,08/13/2018,51802 nt,87,bacteria
Caudovirales,Enterobacteria phage vB_EcoS_Rogue1,-,NC_019718,12/07/2012,08/13/2018,45805 nt,74,bacteria
Caudovirales,Enterobacteria phage vB_KleM-RaK2,-,NC_019526,11/21/2012,08/13/2018,345809 nt,534,bacteria
Caudovirales,Enterobacterial phage mEp213,-,NC_019720,12/07/2012,08/13/2018,44120 nt,74,bacteria
Caudovirales,Enterobacterial phage mEp390,-,NC_019721,12/07/2012,08/13/2018,40029 nt,59,bacteria
Caudovirales,Enterobacteriaphage UAB_Phi87,-,NC_027360,06/24/2015,06/04/2019,87603 nt,147,bacteria
Caudovirales,Enterococcus phage AUEF3,-,NC_042134,05/02/2019,05/02/2019,41257 nt,68,bacteria
Caudovirales,Enterococcus phage BC611,-,NC_018086,06/27/2012,08/13/2018,53996 nt,87,bacteria
Caudovirales,Enterococcus phage ECP3,isolate:ECP3,NC_027335,06/24/2015,05/10/2019,145518 nt,220,bacteria
Caudovirales,Enterococcus phage EF62phi,-,NC_017732,04/18/2012,08/13/2018,30505 nt,48,bacteria
Caudovirales,Enterococcus phage EFAP-1,-,NC_012419,03/24/2009,06/04/2019,21115 nt,24,bacteria
Caudovirales,Enterococcus phage EFC-1,-,NC_025453,11/25/2014,08/13/2018,40286 nt,59,bacteria
Caudovirales,Enterococcus phage EFDG1,-,NC_029009,01/05/2016,05/09/2019,147589 nt,192,bacteria
Caudovirales,Enterococcus phage EFLK1,-,NC_029026,01/05/2016,05/09/2019,130952 nt,198,bacteria
Caudovirales,Enterococcus phage EFRM31,-,NC_015270,03/29/2011,08/13/2018,16945 nt,23,bacteria
Caudovirales,Enterococcus phage Ec-ZZ2,-,NC_031260,09/27/2016,08/13/2018,41170 nt,59,bacteria
Caudovirales,Enterococcus phage EfaCPT1,-,NC_025465,11/10/2014,08/13/2018,40923 nt,69,bacteria
Caudovirales,Enterococcus phage IME-EF4,-,NC_023551,03/04/2014,08/13/2018,40692 nt,60,bacteria
Caudovirales,Enterococcus phage IME-EFm1,-,NC_024356,06/24/2014,08/13/2018,42597 nt,70,bacteria
Caudovirales,Enterococcus phage IME-EFm5,-,NC_028826,01/05/2016,08/13/2018,42265 nt,70,bacteria
Caudovirales,Enterococcus phage IMEEF1,-,NC_041959,05/02/2019,05/02/2019,57081 nt,98,bacteria
Caudovirales,Enterococcus phage IME_EF3,-,NC_023595,03/02/2014,08/13/2018,41687 nt,69,bacteria
Caudovirales,Enterococcus phage LY0322,-,NC_042125,05/02/2019,05/02/2019,40934 nt,64,bacteria
Caudovirales,Enterococcus phage PMBT2,-,NC_042101,05/02/2019,05/02/2019,41489 nt,67,bacteria
Caudovirales,Enterococcus phage SANTOR1,-,NC_031051,09/23/2016,08/13/2018,37933 nt,60,bacteria
Caudovirales,Enterococcus phage SAP6,-,NC_041960,05/02/2019,05/02/2019,58619 nt,44,bacteria
Caudovirales,Enterococcus phage VD13,-,"['NC_041861', 'NC_024212']",05/02/2019,05/02/2019,110799 nt,176,bacteria
Caudovirales,Enterococcus phage phiEF24C,strain:phiEF24C,NC_009904,10/10/2007,05/10/2019,142072 nt,221,bacteria
Caudovirales,Enterococcus phage phiEf11,-,NC_013696,12/30/2009,08/13/2018,42822 nt,65,bacteria
Caudovirales,Enterococcus phage phiFL1A,strain:phiFL1A,NC_013646,12/18/2009,08/13/2018,38764 nt,61,bacteria
Caudovirales,Enterococcus phage phiFL2A,strain:phiFL2A,NC_013643,12/18/2009,08/13/2018,36270 nt,63,bacteria
Caudovirales,Enterococcus phage phiFL3A,strain:phiFL3A,NC_013648,12/18/2009,08/13/2018,39576 nt,64,bacteria
Caudovirales,Enterococcus phage phiFL4A,strain:phiFL4A,NC_013644,12/18/2009,08/13/2018,37856 nt,55,bacteria
Caudovirales,Enterococcus phage phiSHEF2,-,NC_042021,05/02/2019,05/02/2019,41712 nt,68,bacteria
Caudovirales,Enterococcus phage phiSHEF4,-,NC_042022,05/02/2019,05/02/2019,41081 nt,63,bacteria
Caudovirales,Enterococcus phage phiSHEF5,-,NC_042023,05/02/2019,05/02/2019,41598 nt,69,bacteria
Caudovirales,Enterococcus phage vB_EfaP_IME195,-,NC_028693,12/17/2015,03/17/2019,18655 nt,27,bacteria
Caudovirales,Enterococcus phage vB_EfaS_AL2,-,NC_042127,05/02/2019,05/02/2019,40836 nt,62,bacteria
Caudovirales,Enterococcus phage vB_EfaS_AL3,-,NC_042126,05/02/2019,05/02/2019,40789 nt,61,bacteria
Caudovirales,Enterococcus phage vB_EfaS_IME196,-,NC_028990,01/05/2016,08/13/2018,38886 nt,57,bacteria
Caudovirales,Enterococcus phage vB_EfaS_IME197,-,NC_028671,12/17/2015,09/19/2018,41098 nt,67,bacteria
Caudovirales,Enterococcus phage vB_EfaS_IME198,-,NC_029016,01/05/2016,08/13/2018,58000 nt,95,bacteria
Caudovirales,Enterococcus phage vB_Efae230P-4,-,NC_025467,11/10/2014,08/13/2018,17972 nt,25,bacteria
Caudovirales,Erwinia amylovora phage Era103,-,NC_009014,02/20/2007,08/13/2018,45445 nt,53,bacteria
Caudovirales,Erwinia phage ENT90,-,NC_019932,12/19/2012,08/13/2018,29564 nt,60,bacteria
Caudovirales,Erwinia phage Ea35-70,-,NC_023557,03/04/2014,08/13/2018,271084 nt,318,bacteria
Caudovirales,Erwinia phage Ea9-2,strain:Ea9-2,NC_023579,03/04/2014,08/13/2018,75568 nt,94,bacteria
Caudovirales,Erwinia phage FE44,-,NC_022744,11/06/2013,08/13/2018,39860 nt,51,bacteria
Caudovirales,Erwinia phage PEp14,-,NC_016767,02/02/2012,08/13/2018,60714 nt,64,bacteria
Caudovirales,Erwinia phage PhiEaH1,-,NC_023610,03/02/2014,08/13/2018,218339 nt,241,bacteria
Caudovirales,Erwinia phage phiEa100,-,NC_019926,11/10/2010,08/13/2018,45554 nt,51,bacteria
Caudovirales,Erwinia phage phiEa104,-,NC_015292,11/10/2010,08/13/2018,84565 nt,118,bacteria
Caudovirales,Erwinia phage phiEa21-4,-,NC_011811,01/06/2009,08/13/2018,84576 nt,118,bacteria
Caudovirales,Erwinia phage phiEa2809,-,NC_027340,06/24/2015,08/13/2018,162160 nt,145,bacteria
Caudovirales,Erwinia phage phiEaH2,-,NC_019929,12/19/2012,08/13/2018,243050 nt,262,bacteria
Caudovirales,Erwinia phage phiEt88,-,NC_015295,11/10/2010,08/13/2018,47279 nt,68,bacteria
Caudovirales,Erwinia phage vB_Eam-MM7,-,NC_041978,05/02/2019,05/02/2019,84694 nt,117,bacteria
Caudovirales,Erwinia phage vB_EamM-Y2,-,NC_019504,11/21/2012,08/13/2018,56621 nt,92,bacteria
Caudovirales,Erwinia phage vB_EamM_Asesino,-,NC_031107,09/23/2016,05/02/2019,246290 nt,277,bacteria
Caudovirales,Erwinia phage vB_EamM_Caitlin,-,NC_031120,09/23/2016,08/13/2018,241147 nt,271,bacteria
Caudovirales,Erwinia phage vB_EamM_ChrisDB,-,NC_031126,09/23/2016,08/13/2018,244840 nt,277,bacteria
Caudovirales,Erwinia phage vB_EamM_Deimos-Minion,-,NC_041972,05/02/2019,05/02/2019,273501 nt,324,bacteria
Caudovirales,Erwinia phage vB_EamM_Desertfox,-,NC_042098,05/02/2019,05/02/2019,272458 nt,320,bacteria
Caudovirales,Erwinia phage vB_EamM_EarlPhillipIV,-,NC_031007,09/23/2016,08/13/2018,223935 nt,241,bacteria
Caudovirales,Erwinia phage vB_EamM_Huxley,-,NC_031127,09/23/2016,08/13/2018,240761 nt,271,bacteria
Caudovirales,Erwinia phage vB_EamM_Kwan,-,NC_031010,09/23/2016,08/13/2018,246390 nt,285,bacteria
Caudovirales,Erwinia phage vB_EamM_Machina,-,NC_042056,05/02/2019,05/02/2019,241654 nt,272,bacteria
Caudovirales,Erwinia phage vB_EamM_Phobos,-,NC_031043,09/23/2016,08/13/2018,229501 nt,247,bacteria
Caudovirales,Erwinia phage vB_EamM_RAY,-,NC_041973,05/02/2019,05/02/2019,271182 nt,317,bacteria
Caudovirales,Erwinia phage vB_EamM_RisingSun,-,NC_042018,05/02/2019,05/02/2019,235108 nt,243,bacteria
